"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000149968",101.836960902911,4.91047166653758,1.08358880532895,4.53167441596711,5.85179927656316e-06,0.012291057576337
"ENSG00000139531",2272.76763791309,0.484160730239652,0.117633516307453,4.1158399870852,3.85771879848339e-05,0.024701270214289
"ENSG00000173928",207.16318339967,0.572685853377995,0.143784151749068,3.98295532860567,6.8063552975708e-05,0.0314756119427663
"ENSG00000197124",805.822730528455,0.780396743602256,0.196967899885907,3.96205038513534,7.43088533210081e-05,0.032769370754103
"ENSG00000155636",947.707954626443,0.437888713371884,0.115067728001132,3.80548674227389,0.000141525595396067,0.0430018925155565
"ENSG00000119440",22.4242639266271,1.55668019545022,0.412138916118979,3.77707645302981,0.00015868003386021,0.0460762535529902
"ENSG00000228960",125.629372421639,1.36021490548001,0.364473577141653,3.73199867092524,0.000189966504160227,0.0522759581252914
"ENSG00000101407",1885.8638797829,0.34420136879913,0.0927383565887085,3.71153189963945,0.000206008699457827,0.0541520972932723
"ENSG00000251076",38.0828384283447,1.57400283080072,0.427781322549613,3.67945664719424,0.000233731417364093,0.0595585811675115
"ENSG00000116984",7683.24617331653,0.589255699307057,0.16047703589651,3.67190044366886,0.000240753474322481,0.0597127842646948
"ENSG00000113761",1271.66429765623,0.277826149947997,0.0759528488504978,3.65787661888572,0.000254313409096735,0.0601802510605335
"ENSG00000196593",20.4685384002514,2.43156631412506,0.667793847503884,3.6411930466474,0.000271377547312716,0.0610640377270989
"ENSG00000198744",591.010816445089,2.03470899660894,0.563725096096658,3.6093993520914,0.000306906822120171,0.0655049330084181
"ENSG00000177599",159.380796984308,0.639273401087256,0.177621371108919,3.59907930614526,0.00031934579821685,0.0675822311277218
"ENSG00000233750",53.6570674355707,2.64618756534453,0.74168866804306,3.56778750891055,0.000360008264271473,0.0716188675299427
"ENSG00000239903",31.9201130206254,1.16355376649481,0.326505083628654,3.5636620219309,0.000365716784014853,0.0716188675299427
"ENSG00000244005",1451.80262456196,0.292638737658032,0.0822752466383889,3.55682601529254,0.00037536257506718,0.0716188675299427
"ENSG00000183117",41.7159378145562,1.55133126501585,0.442414121965441,3.50651389273924,0.000454017735035621,0.0804094388603512
"ENSG00000249790",37.3643064462209,2.34495014980199,0.670273268594014,3.49849868654442,0.000467885394118904,0.0811391254301199
"ENSG00000169777",4.70278197895068,3.2212102659167,0.92370453008435,3.48727343106409,0.000487972184679235,0.0828955196993869
"ENSG00000143393",8710.862870767,0.262157533450861,0.0754571270145325,3.4742580830088,0.000512268058532395,0.0852823863844732
"ENSG00000167311",170.042389196239,1.27026909722409,0.366593414245603,3.46506251302447,0.000530108241274093,0.0859601493577704
"ENSG00000004487",3711.91389901777,0.273833339955399,0.0793407716837252,3.45135715401126,0.000557774926656269,0.0876953806762594
"ENSG00000155966",238.183752889244,1.69087792279605,0.491232037777895,3.4421165411865,0.000577181530135434,0.0876953806762594
"ENSG00000120798",2976.93469368358,0.58456511637181,0.170368768326178,3.43117533873717,0.000600972019473155,0.0893301980374026
"ENSG00000272565",1245.46472246522,0.613492760118386,0.179316706937735,3.42128054097832,0.000623270040411989,0.0901780346344512
"ENSG00000265791",16.8978138920428,0.986200089037543,0.288572202282252,3.41751589805917,0.000631954030955829,0.0901780346344512
"ENSG00000214652",60.6553934642487,1.02534833221468,0.30070061051301,3.40986448436331,0.000649951659108311,0.0911831057935548
"ENSG00000112200",2897.35122403764,0.48623388357165,0.144302687903193,3.36954141767509,0.000752933747884556,0.0993041962264143
