"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000241106",591.731963000422,3.1338129951599,0.543681838678421,5.76405679243868,8.2115762853499e-09,3.46059286311174e-06
"ENSG00000012124",2898.56324754963,3.41708860429,0.593102823689222,5.76137638838912,8.34307544004737e-09,3.46648909128729e-06
"ENSG00000111732",50.9215642054912,5.68472950357806,0.988020243777611,5.75365691075618,8.73333108298172e-09,3.5423308324576e-06
"ENSG00000035720",176.885056310946,3.92768373403232,0.682715614725294,5.75303047025329,8.7657678226917e-09,3.5423308324576e-06
"ENSG00000124203",522.232914912902,2.47499594530676,0.430523922319392,5.74880004802761,8.98790320954934e-09,3.5830154686717e-06
"ENSG00000196684",1142.18746982785,2.56998962295042,0.447227965448027,5.74648685123221,9.11167128766959e-09,3.58392403981671e-06
"ENSG00000197943",2223.41279500108,1.48769922003751,0.260239126750806,5.71666235823973,1.08636670842467e-08,4.21681814454312e-06
"ENSG00000126787",73.1061660171927,3.06938925796608,0.538907981330319,5.69557209078468,1.22958915653123e-08,4.70982349139702e-06
"ENSG00000254838",1390.26288787371,2.10618105956334,0.36993350484356,5.69340444157393,1.24530926213209e-08,4.70982349139702e-06
"ENSG00000079263",603.429861731131,2.67468370645252,0.470601726186127,5.68353993966154,1.3193489482237e-08,4.92668278134165e-06
"ENSG00000143228",73.3958667236212,2.39356309476912,0.421990869116343,5.67207318912205,1.41079675765458e-08,5.20231304385126e-06
"ENSG00000205784",43.3345301783473,2.84219855437628,0.503320798029645,5.6468927282613,1.63373697596112e-08,5.95002972726582e-06
"ENSG00000134690",146.621536028944,1.70685469746625,0.302537403593004,5.64179726934671,1.68284179983937e-08,6.05412598722701e-06
"ENSG00000189238",31.2677971433365,2.79509658233094,0.496188561074287,5.63313385596663,1.76963996342133e-08,6.28968420734088e-06
"ENSG00000104894",2880.75133559284,2.74839949445017,0.488282487405237,5.62870790032903,1.81564568198009e-08,6.3763747164777e-06
"ENSG00000255354",79.8415810074923,3.65967985851061,0.651172673243744,5.6201373443396,1.90805712724619e-08,6.62208061808972e-06
"ENSG00000182010",291.453292845592,2.47253880784412,0.440145891843553,5.61754375915651,1.93691129790058e-08,6.6267289190009e-06
"ENSG00000230006",839.494909820157,2.87469975310656,0.511877033749676,5.61599674056167,1.95432344390874e-08,6.6267289190009e-06
"ENSG00000102096",2136.52109344593,2.18399108959435,0.389914654653905,5.60120288767524,2.12869404382258e-08,6.98499807090941e-06
"ENSG00000237914",21.0052913149404,3.45052960262509,0.616054460714235,5.60101390812859,2.13101636061643e-08,6.98499807090941e-06
"ENSG00000156970",147.575513525764,2.35674930630091,0.421144936518757,5.59605281208443,2.19286928068755e-08,7.10172415229885e-06
"ENSG00000072858",336.199307407232,2.2713172877733,0.406003573275659,5.5943283194485,2.21477498986947e-08,7.10172415229885e-06
"ENSG00000244167",4.82332699509491,5.55709142406309,0.997704780809723,5.56987550921931,2.54921412974156e-08,8.08621686315871e-06
"ENSG00000117009",87.8840723025975,2.35709746715843,0.423685217098161,5.56332241965461,2.64686198156973e-08,8.30664132513905e-06
"ENSG00000163376",189.126016112495,2.39524745236836,0.431438756917253,5.55176699813214,2.82796368825431e-08,8.78157145300022e-06
"ENSG00000110934",917.249341231608,2.11370945368111,0.380856288885909,5.54988722876072,2.85853928055189e-08,8.78405299752925e-06
"ENSG00000107099",2829.69691732031,1.54139364216172,0.278006246105789,5.54445687373217,2.94867996426404e-08,8.96763494286488e-06
"ENSG00000119866",419.442260696872,1.95155084252819,0.352224632315744,5.54064271342262,3.01363523153925e-08,9.07165707453141e-06
"ENSG00000010671",609.401851234749,2.6896004054606,0.485658987447981,5.53804310220591,3.05869995369204e-08,9.11430794281972e-06
"ENSG00000140968",1599.87866276875,2.49749094382457,0.451200892804246,5.53520833769297,3.10858623336397e-08,9.14645890441662e-06
"ENSG00000112182",575.134649497734,1.98108888548555,0.357990087489334,5.53392106295284,3.13149948930874e-08,9.14645890441662e-06
"ENSG00000185905",270.31680844731,3.01257810314538,0.544977745196466,5.52789197301871,3.24101507011766e-08,9.37352397730108e-06
"ENSG00000143869",41.124104058299,3.03265190602503,0.549218553776264,5.5217579325633,3.35624666347607e-08,9.61255112354798e-06
"ENSG00000162892",290.544956608547,2.80266074490325,0.508009272840025,5.51694800615543,3.44937429897336e-08,9.78428286728022e-06
"ENSG00000185862",1491.77892246411,2.45871653371361,0.446625579789232,5.50509564381401,3.68967900496857e-08,1.03662410139593e-05
"ENSG00000121895",202.641338364613,3.28946187670614,0.599094198736301,5.49072563821309,4.00285747761183e-08,1.11400278858065e-05
"ENSG00000136573",970.517560493603,3.92586798225479,0.716848529600641,5.47656557856358,4.33660105514e-08,1.19560496380028e-05
"ENSG00000009790",1406.08207131253,2.62544488476186,0.480165908848387,5.46778693859928,4.55689159766671e-08,1.24361871109931e-05
"ENSG00000122543",17.0260988650681,2.27588062101419,0.41710848708838,5.45632776954731,4.86082301566519e-08,1.28789890925846e-05
"ENSG00000153064",1520.64475120605,1.40484114693926,0.257488543322996,5.45593651977367,4.8715395891734e-08,1.28789890925846e-05
"ENSG00000265206",150.614688961459,3.42180859112601,0.627452020961942,5.45349839798119,4.93883911701045e-08,1.28789890925846e-05
"ENSG00000183508",2460.38357066376,1.23826914840549,0.22706294008715,5.45341810482252,4.94107070869411e-08,1.28789890925846e-05
"ENSG00000069493",1202.79947639089,1.94724772420321,0.357153482751273,5.45213141757127,4.9769652764564e-08,1.28789890925846e-05
"ENSG00000257027",216.185777331867,1.59255957657783,0.293221488755806,5.43125124742855,5.59602807611205e-08,1.435502854307e-05
"ENSG00000007129",127.984245987954,1.86510174695718,0.343742972593224,5.42586145946987,5.7675683124871e-08,1.46675228636525e-05
"ENSG00000168081",73.2466547389224,3.39881148063928,0.626954352644236,5.42114663739791,5.92179581580003e-08,1.49123522576362e-05
"ENSG00000238121",208.772063316492,2.53521325573603,0.467797676972763,5.41946525288888,5.97775664857616e-08,1.49123522576362e-05
"ENSG00000143119",2994.17846962218,2.61280189736079,0.482301068942438,5.41736700499127,6.04831080438621e-08,1.49123522576362e-05
"ENSG00000168421",551.918661620946,2.80725241705607,0.518245072803703,5.41684342866754,6.0660415963266e-08,1.49123522576362e-05
"ENSG00000126882",724.181802087669,2.08706539231741,0.385614682000096,5.41230790667066,6.22175840264502e-08,1.51687498246304e-05
"ENSG00000211661",7.14474971631373,6.49314366542578,1.20062120051049,5.40815343146113,6.36778633089528e-08,1.53975161279845e-05
"ENSG00000103522",170.635117188205,2.53742487455928,0.470571339395074,5.39222145960095,6.95919241281521e-08,1.66907460307357e-05
"ENSG00000172794",449.77906328209,2.27528473186168,0.422119180624615,5.39014770306081,7.03997977473752e-08,1.67483389802223e-05
"ENSG00000144354",237.593698003222,2.4067822372648,0.448541159575843,5.36580018551864,8.0591122074635e-08,1.90195048096139e-05
"ENSG00000178999",113.268279390698,2.8781707769069,0.537743320619752,5.35231339292099,8.68368351670162e-08,2.03308463287855e-05
"ENSG00000204165",46.7325713466252,2.80095361440824,0.523824899590707,5.34711812400819,8.93656969293948e-08,2.06928286311278e-05
"ENSG00000143167",41.5718951562617,3.4146618324064,0.63869998886136,5.34626881471201,8.97858327045545e-08,2.06928286311278e-05
"ENSG00000234883",211.275560921914,2.49917598470976,0.467685614453861,5.3437093369403,9.10635509447141e-08,2.08246104873571e-05
"ENSG00000271856",191.617328305144,3.96306532841074,0.742318258947017,5.33876848729596,9.3580048202563e-08,2.11016668999738e-05
"ENSG00000084070",4065.09354044979,1.88179822157798,0.352494025397979,5.33852515501038,9.3705707250731e-08,2.11016668999738e-05
"ENSG00000120899",4690.91992877458,1.43174392677483,0.268802001038472,5.32638864756782,1.00184649911925e-07,2.22758680547136e-05
"ENSG00000167895",4569.4699403326,2.60843497319347,0.489760138969891,5.32594379501724,1.00430184789048e-07,2.22758680547136e-05
"ENSG00000109805",91.3522902544521,2.53526390087833,0.476475428208297,5.32087018718205,1.03272075858742e-07,2.27352704315887e-05
"ENSG00000112195",70.6539076332366,3.5458396810397,0.666736099744153,5.31820563248389,1.04795594331527e-07,2.28416737991087e-05
"ENSG00000113593",2305.05362802111,0.519319830388092,0.0976656210258725,5.31732481638057,1.05303987684026e-07,2.28416737991087e-05
"ENSG00000145088",159.110632302108,2.01234307829017,0.378549569738085,5.31593016915195,1.06113841895994e-07,2.28493309192104e-05
