"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000211904",71.0080977071223,-2.92377097678165,0.759456005697379,-3.84982270842255,0.000118203353447365,0.0403476480774465
"ENSG00000259583",91.7878970035415,-1.04496041921847,0.271519489325375,-3.84856505812829,0.000118811744877565,0.0403476480774465
"ENSG00000270356",15.3266002877017,-3.77837191027789,0.982108826528214,-3.84720288446501,0.000119474030190981,0.0403476480774465
"ENSG00000253763",8.99824114897059,-4.39452186061356,1.14317232480079,-3.84414647317442,0.000120972738894133,0.0403476480774465
"ENSG00000232869",38.1027989510648,-2.41612226626459,0.629114788445844,-3.84051100155084,0.000122778469523181,0.0403476480774465
"ENSG00000241244",59.9003377493776,-3.98708047821566,1.03817265421847,-3.84047919391318,0.000122794379860882,0.0403476480774465
"ENSG00000254030",28.4772005604391,-4.46708812987804,1.16543233555529,-3.83298797673194,0.000126596143207602,0.0410199468497613
"ENSG00000135999",2116.38891162883,-0.322188159021932,0.084121495568724,-3.83003365363038,0.000128125734994449,0.0410199468497613
"ENSG00000211672",18.7093350957474,-4.0843508362756,1.06754432871564,-3.82593090180104,0.000130278831991607,0.0411813037024608
"ENSG00000211967",251.12869540772,-3.10644397945436,0.813815822024327,-3.81713392070362,0.000135010895712513,0.042143651096661
"ENSG00000231486",259.158466534612,-3.02073368356273,0.793630548854016,-3.80622153207762,0.000141106002120759,0.0430018925155565
"ENSG00000160310",3902.76060905583,-0.49048280458044,0.128970957014484,-3.80304849971267,0.000142926360675604,0.0430018925155565
"ENSG00000040608",361.637222723191,-0.846174635470731,0.223573194886317,-3.78477677478732,0.000153846606285646,0.0457363982400614
"ENSG00000163873",98.219371846124,-1.39160463929931,0.36836776285769,-3.77775902132057,0.000158245886339795,0.0460762535529902
"ENSG00000204516",362.180994559284,-1.49519796024827,0.397937213864795,-3.75737153539071,0.000171707465479892,0.0492859635398145
"ENSG00000186564",67.6259554707251,-1.0411600565912,0.27739557000815,-3.75334060511714,0.000174493503093758,0.0495164972642879
"ENSG00000187514",48010.4997384874,-0.556235910264344,0.148571923546043,-3.74388307688542,0.000181197998546181,0.0508413080864633
"ENSG00000197694",22726.5863105045,-0.435994161837095,0.116903043348288,-3.72953645473661,0.000191832352306377,0.0522759581252914
"ENSG00000159958",179.394426725224,-2.94088736110824,0.789280983752833,-3.72603346798634,0.000194516588250327,0.0522759581252914
"ENSG00000187912",114.406514749855,-3.87390554907131,1.03974695809788,-3.72581570823563,0.000194684610990393,0.0522759581252914
"ENSG00000224607",61.3227952709808,-4.48678609567167,1.20554141082648,-3.72180171944128,0.000197806325441158,0.0525491442437935
"ENSG00000223511",48.6394934788811,-2.30035321860469,0.620761864142504,-3.70569352191489,0.0002108130933446,0.0548377559062641
"ENSG00000187634",477.953914994963,-1.08948977740997,0.296001406103375,-3.68069122289737,0.000232602544138185,0.0595585811675115
"ENSG00000227039",1057.95793350943,-2.1441108431926,0.583412809859183,-3.67511787015805,0.000237739630246273,0.0597127842646948
"ENSG00000211786",18.4465474641394,-2.90115348353287,0.790268472239818,-3.67109860185903,0.000241510139785927,0.0597127842646948
"ENSG00000172247",111.641515004765,-1.47517356316927,0.402410178385466,-3.66584555362863,0.000246522681329543,0.0601802510605335
"ENSG00000078589",192.25085757618,-2.07192133542965,0.566066981200877,-3.66020524820966,0.000252013300655491,0.0601802510605335
"ENSG00000143816",425.620975977902,-0.670939062226928,0.18347697060117,-3.65680259505357,0.000255380899212399,0.0601802510605335
"ENSG00000106211",31680.3059340518,-1.33256940490149,0.364527343769397,-3.65560890747468,0.000256572254712212,0.0601802510605335
"ENSG00000163508",289.528343773759,-2.04458096779216,0.559496327685438,-3.65432419592515,0.0002578602780505,0.0601802510605335
"ENSG00000178562",367.930044640656,-2.10847026599609,0.578103409202589,-3.64721991331002,0.00026509302818204,0.0609746050950545
"ENSG00000214226",254.319699966325,-1.06775127519921,0.292839508756999,-3.64619951635433,0.00026614736326129,0.0609746050950545
"ENSG00000211747",49.7541506917637,-2.35881346745977,0.647821919448364,-3.64114488356362,0.000271428327234822,0.0610640377270989
"ENSG00000181588",735.545765542857,-0.69087551671566,0.189909357133291,-3.63792246545681,0.000274846132410175,0.0612808715941686
"ENSG00000128656",868.468556912976,-0.63439350694671,0.174850224811035,-3.62821098818897,0.000285391992279975,0.0630691047010224
"ENSG00000128438",414.870507437814,-3.19948583557588,0.884327616952422,-3.61798701549317,0.000296903287901179,0.0650374465391952
"ENSG00000174123",492.938431567002,-2.84975446650314,0.78891295677349,-3.61225461191322,0.000303546304171787,0.0655049330084181
"ENSG00000231439",53.298334728147,-2.67693004647119,0.741369206936618,-3.61079206072293,0.000305263335618633,0.0655049330084181
"ENSG00000189149",17.0015792496604,-1.08912873584567,0.303058524437688,-3.59379013629959,0.00032590236946003,0.0683902014298812
"ENSG00000183856",155.076096649897,-1.62301783434724,0.452434643477027,-3.58729787328865,0.00033412255555429,0.0691107580580092
"ENSG00000163106",28.9112161219982,-1.68157471951882,0.468856186177201,-3.58654693932796,0.000335085769683448,0.0691107580580092
"ENSG00000177374",1510.77411098864,-0.88960035473509,0.248236028449155,-3.58368751020081,0.00033877735948505,0.0691107580580092
"ENSG00000223648",57.1922696723023,-3.72307958975789,1.03925946206001,-3.58243511430537,0.000340406184572126,0.0691107580580092
"ENSG00000175857",203.420789699871,-2.05153299006494,0.574792610042463,-3.5691707830297,0.000358112927774997,0.0716188675299427
"ENSG00000095752",9.86048787127513,-1.7142386562883,0.480831936762677,-3.56515140784916,0.000363646198772199,0.0716188675299427
"ENSG00000088986",5308.21338549443,-0.556585319617112,0.15629695560786,-3.5610758856593,0.000369338311440062,0.0716188675299427
"ENSG00000183918",264.547123006327,-1.98803175968389,0.558487126352882,-3.55967338525141,0.000371316314460378,0.0716188675299427
"ENSG00000130827",7490.53525517331,-0.694342397874768,0.195227148221877,-3.55658730969958,0.000375703653949323,0.0716188675299427
"ENSG00000204397",272.196772857179,-0.88018419834708,0.248037762175811,-3.5485894995424,0.000387300352914386,0.0732701849468033
"ENSG00000197540",163.135494071372,-1.74085951671205,0.490959939654984,-3.54582803219223,0.000391381527270304,0.0732762032309252
"ENSG00000196526",2534.6077131152,-0.381146868582601,0.107528707667117,-3.54460568579083,0.000393200834252122,0.0732762032309252
"ENSG00000181617",451.50154405458,-5.72300185893165,1.61553819359045,-3.54247388371089,0.0003963926714674,0.0733238354954364
"ENSG00000174255",92.464758761882,-2.02007152089059,0.571753893557489,-3.53311371142849,0.000410695784165711,0.0754109935454863
"ENSG00000108622",634.217347018505,-0.566187326644843,0.160750004306222,-3.52216056906774,0.000428044797298489,0.0779537987349658
"ENSG00000082293",62.1416659853732,-2.52355035854315,0.716822596387809,-3.5204670880351,0.000430787450962089,0.0779537987349658
"ENSG00000158488",83.0979489822695,-2.83412432704373,0.806888268287707,-3.51241236045978,0.00044405843071885,0.0797771736108714
"ENSG00000196141",4585.12491549442,-0.593000009299349,0.168998067222855,-3.50891592456718,0.000449937112015039,0.0802559254374254
"ENSG00000232010",5.00241441857949,-3.72906355078813,1.0652499697257,-3.50064647431847,0.000464131099804302,0.0811391254301199
"ENSG00000120658",74.593366445547,-0.757555674452576,0.216446286237074,-3.49997076698662,0.000465309182971121,0.0811391254301199
"ENSG00000156234",635.690669054955,-3.72488679024061,1.06569935615969,-3.49525104684631,0.00047361605252843,0.0815664831982066
"ENSG00000147010",3010.80682086862,-0.514567972319531,0.147530253118257,-3.48788103757311,0.000486864647470148,0.0828955196993869
"ENSG00000211653",2214.40798199254,-2.97772131672184,0.854742648377723,-3.48376358939556,0.000494416000826918,0.0834226781935797
"ENSG00000240382",473.20890457935,-3.04248757367791,0.874217555946026,-3.48024076270753,0.000500963373204203,0.0839601164809085
"ENSG00000166920",43.3739200568732,-1.1779029797481,0.339327031540854,-3.47129132152938,0.000517961738961032,0.0856592089095027
"ENSG00000137265",1004.9044570547,-1.8638995617677,0.537452513889554,-3.46802650205992,0.000524295579771651,0.0859601493577704
"ENSG00000132704",735.928640944001,-3.32483851749931,0.959085448956036,-3.46667601006604,0.000526936616033266,0.0859601493577704
"ENSG00000148400",6044.0396872334,-0.704243199548527,0.203539765078797,-3.45997844340584,0.00054021863298588,0.08703444969628
"ENSG00000169442",1082.11762035572,-1.84953772829466,0.53521344748923,-3.45570115431728,0.000548863482050163,0.0876953806762594
"ENSG00000089012",265.128772346235,-1.83888410736126,0.532615289323592,-3.45255598970243,0.000555302220102539,0.0876953806762594
"ENSG00000232884",18.1162976283633,-2.71232035404303,0.786391291083282,-3.44907221735214,0.00056251623876408,0.0876953806762594
"ENSG00000211956",817.587123232179,-2.89600003486848,0.840273967756485,-3.44649500757562,0.000567909058293448,0.0876953806762594
"ENSG00000241294",171.235056743909,-2.88381873000545,0.837061142147201,-3.44517094964888,0.000570698338216035,0.0876953806762594
"ENSG00000198796",152.132693643644,-3.16367152483265,0.918718203321747,-3.4435711770965,0.000574085460029131,0.0876953806762594
"ENSG00000211976",156.010491765065,-3.3053559041767,0.960112839130666,-3.44267441228006,0.000575992315166453,0.0876953806762594
"ENSG00000211795",14.8713662275246,-2.29981269319431,0.668344118121299,-3.44106072132277,0.000579438483564904,0.0876953806762594
"ENSG00000090104",3755.96990442186,-1.67226532035326,0.486828460638425,-3.4350196333227,0.000592510899772344,0.089133627645271
"ENSG00000255240",14.5890473929783,-2.08260741560132,0.606654612078736,-3.4329375795317,0.000597079542419466,0.0892830558880174
"ENSG00000227191",191.52929247386,-1.57356602429469,0.459055833414494,-3.427831452637,0.000608423075741086,0.0899026097479669
"ENSG00000254395",59.2423793129632,-3.06234715746247,0.894494343883776,-3.42355116988908,0.000618086139056206,0.0901780346344512
"ENSG00000184682",229.584459407666,-1.49355732939694,0.43663268938287,-3.42062645723551,0.000624770817161353,0.0901780346344512
"ENSG00000179364",5330.28958202518,-0.300831259344414,0.087983337998685,-3.41918442954404,0.000628091393867079,0.0901780346344512
"ENSG00000111537",42.7592874247096,-3.11014194726706,0.909978589874097,-3.41781881670137,0.000631251139030694,0.0901780346344512
"ENSG00000266088",116.968467141366,-2.2915341759365,0.671234719064184,-3.41390889185722,0.000640379863147344,0.0904559749150181
"ENSG00000079462",353.494615105796,-0.715120251488914,0.209492566263283,-3.41358294589879,0.000641146386351042,0.0904559749150181
"ENSG00000211593",1937.55938340271,-3.05176908387221,0.895602980336366,-3.40750215315948,0.00065560391275682,0.0914622397171134
"ENSG00000261857",128.238139309369,-2.08020688013173,0.610959273139224,-3.40482086382491,0.000662074693451704,0.0918518291381998
"ENSG00000122224",460.601052836513,-1.67818102550608,0.493515968450415,-3.40045942338072,0.000672727194627592,0.0928140525096145
"ENSG00000253545",7.20106988914421,-3.79867054469509,1.1191284834091,-3.39431137801404,0.000688014166497598,0.0944015921196594
"ENSG00000144118",2779.5453124816,-0.390140876716466,0.115116682114885,-3.38909069953138,0.000701248113321741,0.0953537992233731
"ENSG00000169248",80.3627118887335,-2.49419098851704,0.736060887605983,-3.38856612342128,0.000702590864051764,0.0953537992233731
"ENSG00000110777",1991.25426316944,-1.82826922726904,0.540648482411265,-3.38162278587198,0.000720590207385546,0.0972679927504425
"ENSG00000181408",96.8629603699154,-1.78909049868966,0.529313682003513,-3.38001937134469,0.000724807211269242,0.0973112133323414
"ENSG00000227053",7.96501925052485,-1.8335306847821,0.542828063716596,-3.37773745931339,0.000730848215221308,0.0975975488262379
"ENSG00000196664",81.6862265589281,-2.00407626700898,0.59470579882772,-3.36986165421525,0.000752059311400516,0.0993041962264143
"ENSG00000184678",2152.29340585102,-1.40152368036018,0.416057414737464,-3.36858238963138,0.000755558116411129,0.0993041962264143
"ENSG00000124256",426.221702433123,-1.81418995217545,0.539001828906547,-3.36583264634897,0.000763129921592295,0.0997742429424229
